english,ekegusii,source,ref
"And the anger of the LORD was kindled against Uzza , and he smote him, because he put his hand to the ark : and there he died before God .","Eri’Omonene akaba nendamwamu enene ase Usa, akamoaka, ekiagera akunete Esanduki eria; na Usa agakwera aroro ase obosio bwa Nyasae.",bible_ebible,1CH_13_10
"And David was displeased , because the LORD had made a breach upon Uzza : wherefore that place is called Perez-uzza to this day .","Daudi akagechigwa mono, ekiagera Omonene aitete Usa. Aase aria akarokwa Peresi‐Usa + 13:11 Ogwateka igoro ya Usa , naboigo akorokwa nonya ngoika reero iga.",bible_ebible,1CH_13_11
"And David was afraid of God that day , saying , How shall I bring the ark of God home to me?","Ase rituko riria Daudi akairoka Nyasae, akabora, “Naki rende ndakore imbe noboremu ndete Esanduki ya Nyasae nka bwone?”",bible_ebible,1CH_13_12
"So David brought not the ark home to himself to the city of David , but carried it aside into the house of Obed-edom the Gittite .","Ase ayio Daudi tairete Esanduki eria mwaye ase omochie okorokwa Omochie o Daudi, korende akayebogoria akayebeka nyomba mw’Obedi‐Edomu, Omogiti.",bible_ebible,1CH_13_13
"And David said unto all the congregation of Israel , If it seem good unto you, and that it be of the LORD our God , let us send abroad unto our brethren every where, that are left in all the land of Israel , and with them also to the priests and Levites which are in their cities and suburbs , that they may gather themselves unto us:","Erio agakwana n’Abaisraeli bonsi basangererekanete, akabateebia, “Onye ekororekana buya ase more, naende onye kore ogwancha kw’Omonene, Nyasae oito, tiga totome abanto gochia aaria na aaria barangerie abaminto baria batigarete ase ense yonsi y’Abaisraeli, na abakuani na Abalawi bakare ase emechie eria ere namarisio, erinde bachiche babe amo naintwe.",bible_ebible,1CH_13_2
And let us bring again the ark of our God to us: for we enquired not at it in the days of Saul .,"Erio torente naende Esanduki ya Nyasae oito ebeere amo naintwe, ekiagera ntwayetigete ase amatuko aria Saulo arenge kogamba.”",bible_ebible,1CH_13_3
And all the congregation said that they would do so : for the thing was right in the eyes of all the people .,"Omosangererekano oria bwonsi bw’abaanto ogancha gokora amang’ana ayio, ekiagera nigo abeete amaronge ase abanto bonsi.",bible_ebible,1CH_13_4
And they carried the ark of God in a new cart out of the house of Abinadab : and Uzza and Ahio drave the cart .,"Bakarusia Esanduki eria ya Nyasae korwa ase enyomba y’Abinadabu, bakayebeeka igoro ase egari enyia. Usa na Ahiyo nabwo barenge koraa egari eria.",bible_ebible,1CH_13_7
"And David and all Israel played before God with all their might , and with singing , and with harps , and with psalteries , and with timbrels , and with cymbals , and with trumpets .","Daudi na Abaisraeli bonsi bakaba bagochenga ase obosio bwa Nyasae ne chinguru chiabo chionsi, bagotera na kobugia amakano ’ebirigisa, na amakano ande, na ebikonu, ne chisani chigoakanigwa na kwoga, na ebitureeri.",bible_ebible,1CH_13_8
"And when they came unto the threshingfloor of Chidon , Uzza put forth his hand to hold the ark ; for the oxen stumbled .","Ekero baigete ase ekeooreri gia Kidoni, Usa akarambora okoboko kwaye gosiira Esanduki eria, ekiagera chiombe chiare kong’usa egari chiagochetwe.",bible_ebible,1CH_13_9
"Now Hiram king of Tyre sent messengers to David , and timber of cedars , with masons and carpenters , to build him an house .","Hiramu, omorwoti o Turo, agatoma abatomwa ase Daudi, akamotomera ebingese bi’emete y’emecharake na abaagacheri amagena, na abasenia be chibao, erinde baagachere Daudi enyomba.",bible_ebible,1CH_14_1
"And David enquired of God , saying , Shall I go up against the Philistines ? and wilt thou deliver them into mine hand ? And the LORD said unto him, Go up ; for I will deliver them into thine hand .","Na Daudi akaboria Nyasae “Inee! Ndagenda korwania Abafirisiti?” Nobabeeke ase amaboko aane gose? Omonene akamoiraneria, “Ee, genda, nimbabeeke ase amaboko ao.”",bible_ebible,1CH_14_10
"So they came up to Baal-perazim ; and David smote them there. Then David said , God hath broken in upon mine enemies by mine hand like the breaking forth of waters : therefore they called the name of that place Baal-perazim .","Daudi akagenda goika Baali‐Perasimu, akababua agwo. Erio akabora, “Nyasae okoroorire ababisa baane goetera ase okoboko kwane, buna chiooro chi’amaache are nemerindo chigokoroora.” Ase ayio bakaroka aase aria Baali‐Perasimu.",bible_ebible,1CH_14_11
"And when they had left their gods there, David gave a commandment , and they were burned with fire .","Abafirisiti bagatiga chinyasae chiabo aroro, na Daudi agachiika abanto, bachisambe nomorero.",bible_ebible,1CH_14_12
And the Philistines yet again spread themselves abroad in the valley .,Naende Abafirisiti bakagenda aroro eria kabere bagasakora.,bible_ebible,1CH_14_13
"Therefore David enquired again of God ; and God said unto him, Go not up after them; turn away from them, and come upon them over against the mulberry trees .","Ekero Daudi aboretie Nyasae naende, Nyasae akamoiraneria, “Tobarwania esegi korwa aa, korende oetanane ogende obatubokere korwa magega ase emete ekorokwa balisamu ere.",bible_ebible,1CH_14_14
"And it shall be, when thou shalt hear a sound of going in the tops of the mulberry trees , that then thou shalt go out to battle : for God is gone forth before thee to smite the host of the Philistines .","Na ekero oraigwe ebititiro bigoeta ase emete eyio igoro, erio ogende korwana esegi; omanye ng’a Nyasae ogotang’aneire kobua abarwani b’Abafilisti.”",bible_ebible,1CH_14_15
David therefore did as God commanded him: and they smote the host of the Philistines from Gibeon even to Gazer .,"Daudi agakora buna Nyasae amochigeete, na barabwo bagaita abarwani b’Abafilisti korwa Gibeoni goikera Geseri.",bible_ebible,1CH_14_16
And the fame of David went out into all lands ; and the LORD brought the fear of him upon all nations .,"Chinkuma chia Daudi chigasarera ase chinse chionsi; n’Omonene akarentera abanto b’ebisaku bionsi obwoba, bakamoiroka.",bible_ebible,1CH_14_17
"And David perceived that the LORD had confirmed him king over Israel , for his kingdom was lifted up on high , because of his people Israel .","Erio Daudi akamanya ng’a Omonene omokong’irie ase okoba omorwoti bw’Abaisraeli, na omoimokereirie igoro ase engencho y’abanto baye Abaisraeli.",bible_ebible,1CH_14_2
And David took more wives at Jerusalem : and David begat more sons and daughters .,"Daudi akanyuoma abakungu bande agwo Yerusalemu, na abwo bakamoiborera abana abange, abamura na abaiseke.",bible_ebible,1CH_14_3
"Now these are the names of his children which he had in Jerusalem ; Shammua , and Shobab , Nathan , and Solomon ,","Aya naro amarieta ’abana baiboretwe asare agwo Yerusalemu: Samua na Sobabu, Nathani na Sulemani,",bible_ebible,1CH_14_4
"And Ibhar , and Elishua , and Elpalet ,","Ibuhari na Eliasama, na Elifeleti,",bible_ebible,1CH_14_5
"And Nogah , and Nepheg , and Japhia ,","Noga na Nefegi, na Yafia,",bible_ebible,1CH_14_6
"And Elishama , and Beeliada , and Eliphalet .","Elisama na Beliada, na Elifeleti. Abafirisiti bakobugwa (2 Sam 5:17-25)",bible_ebible,1CH_14_7
"And when the Philistines heard that David was anointed king over all Israel , all the Philistines went up to seek David . And David heard of it , and went out against them.","Ekero Abafirisiti baigwete ng’a Daudi oakirwe amaguta obeire omorwoti igoro ase Abaisraeli bonsi, bagatiira gochia komorigia. Daudi akaigwa ayio, akagenda koumerana nabarabwo ase okorwana esegi.",bible_ebible,1CH_14_8
And the Philistines came and spread themselves in the valley of Rephaim .,Abafirisiti bagacha gosakora agwo ase ense omweya + 14:9 omweya: engencho yaye se arengaine y’Abarefai.,bible_ebible,1CH_14_9
"And David made him houses in the city of David , and prepared a place for the ark of God , and pitched for it a tent .","Daudi akeagachera chinyomba agwo ase Omochie o Daudi. Akaroisia aase ase Esanduki ya Nyasae yare koganchwa, naende akayeteneneria eema aroro.",bible_ebible,1CH_15_1
"Of the sons of Uzziel ; Amminadab the chief , and his brethren an hundred and twelve .","korwa ase eamate ya Usieli: Aminadabu, omotang’ani obo, amo nabamwabo rigana erimo, na ikomi na babere (112).",bible_ebible,1CH_15_10
"And David called for Zadok and Abiathar the priests , and for the Levites , for Uriel , Asaiah , and Joel , Shemaiah , and Eliel , and Amminadab ,","Erio Daudi akarangeria abakuani Zadoki na Abiatari, naende Abalawi: Urieli na Asaia, Yoel na Semaya, Elieli na Aminadabu,",bible_ebible,1CH_15_11
"And said unto them, Ye are the chief of the fathers of the Levites : sanctify yourselves, both ye and your brethren , that ye may bring up the ark of the LORD God of Israel unto the place that I have prepared for it.","akabateebia, “Inwe nabateneneri be chiamate chi’Abalawi, echene inwe abanyene amo nabaanto bamino, mochie kwoyia Esanduki eria y’Omonene, Nyasae bw’Abaisraeli, moyebeke aase agwo inche nayeroiseirie.",bible_ebible,1CH_15_12
"For because ye did it not at the first , the LORD our God made a breach upon us, for that we sought him not after the due order .","Ekiagera inwe timwayebogoretie engaki eria entang’ani, Omonene, Nyasae oito, atoete egesusuro; titwamorigetie buna atochigeete.”",bible_ebible,1CH_15_13
So the priests and the Levites sanctified themselves to bring up the ark of the LORD God of Israel .,"Ase ayio abakuani na Abalawi bagechena abanyene, erinde bachie korenta Esanduki eria y’Omonene, Nyasae bw’Abaisraeli.",bible_ebible,1CH_15_14
"And David spake to the chief of the Levites to appoint their brethren to be the singers with instruments of musick , psalteries and harps and cymbals , sounding , by lifting up the voice with joy .","Boigo Daudi agachiika abatang’ani b’Abalawi bachore abanto bamwabo babe abateri, baranyare kobugia ebinto bigoterera ase amariogi, ababugia amakano, na amakano ’ebirigisa, ne chisani chigoakanigwa na kwoga ase ogoteera nomogooko.",bible_ebible,1CH_15_16
"So the Levites appointed Heman the son of Joel ; and of his brethren , Asaph the son of Berechiah ; and of the sons of Merari their brethren , Ethan the son of Kushaiah ;","Ase igo Abalawi bagachora Hemani, mosinto o Yoel, na ase abanto bamwabo Asafu, mosinto o Berekia, na ase ororeria rwa Merari abanto bamwabo Etani, mosinto o Kusaya.",bible_ebible,1CH_15_17
"And with them their brethren of the second degree , Zechariah , Ben , and Jaaziel , and Shemiramoth , and Jehiel , and Unni , Eliab , and Benaiah , and Maaseiah , and Mattithiah , and Elipheleh , and Mikneiah , and Obed-edom , and Jeiel , the porters .","Ase okobakonya baria bachorire abanto bamwabo b’omooroberio o kabere: Zakaria na Yasieli, Semiramoti na Yeieli, Uni na Eliabu, Benaya na Maaseya. Naende bagachora Matitia na Elifelehu, na Mikineya, na abarendi b’egeita Obedi‐Edomu na Yeieli.",bible_ebible,1CH_15_18
"So the singers , Heman , Asaph , and Ethan , were appointed to sound with cymbals of brass ;","Abateri baria Hemani na Asafu, na Etani babe bakobugia chisani chi’etai chikobugigwa na kwoga.",bible_ebible,1CH_15_19
"And Zechariah , and Aziel , and Shemiramoth , and Jehiel , and Unni , and Eliab , and Maaseiah , and Benaiah , with psalteries on Alamoth ;","Zakaria na Yasieli, Semiramoti na Yehieli, Uni na Eliabu, Maaseya na Benaya, aba babe bakobugia amakano koreng’ana buna amariogi a igoro ay’Alamoti. + 15:20 Alamoti: ring’ana rigwatora eriogi ri’ogoteera",bible_ebible,1CH_15_20
"And Mattithiah , and Elipheleh , and Mikneiah , and Obed-edom , and Jeiel , and Azaziah , with harps on the Sheminith to excel .","Korende Matitia na Elifelehu, Mikineya na Obedi‐Edomu, Yeieli na Asasia babe abaraai ase okobugia amakano koreng’ana buna amariogi a inse a Seminiti. + 15:21 Seminiti: ring’ana rigwatora eriogi ri’ogoteera",bible_ebible,1CH_15_21
"And Chenaniah , chief of the Levites , was for song : he instructed about the song , because he was skilful .","Kenania, omoraai bw’Abalawi ase amatera, abe omoteria, ekiagera namanyete emeremo eyio.",bible_ebible,1CH_15_22
And Berechiah and Elkanah were doorkeepers for the ark .,Berekia na Elikana babe abarendi b’egeita ase Esanduki eria y’Omonene.,bible_ebible,1CH_15_23
"And Shebaniah , and Jehoshaphat , and Nethaneel , and Amasai , and Zechariah , and Benaiah , and Eliezer , the priests , did blow with the trumpets before the ark of God : and Obed-edom and Jehiah were doorkeepers for the ark .","Sebania na Yehosafati, Netaneli na Amasai, Zakaria na Benaya, na Eliezeri, abakuani, babe bakobugia ebitureeri bosio bw’Esanduki eria ya Nyasae. Obedi‐Edomu na Yehia barabwo babe abarendi b’egeita ase Esanduki eria. Esanduki y’Okobwatana ekorentwa Yerusalemu",bible_ebible,1CH_15_24
"So David , and the elders of Israel , and the captains over thousands , went to bring up the ark of the covenant of the LORD out of the house of Obed-edom with joy .","Ase ayio Daudi, na abagaaka b’Abaisraeli, na abatang’ani b’abarwani chilifu bakagenda kwoyia Esanduki eria y’Okobwatana kw’Omonene, korwa ase enyomba y’Obedi‐Edomu, bagachenga nomogooko omonene mono.",bible_ebible,1CH_15_25
"And it came to pass, when God helped the Levites that bare the ark of the covenant of the LORD , that they offered seven bullocks and seven rams .","Ekiagera Nyasae akonyete Abalawi baria babogoretie Esanduki eria y’Okobwatana kw’Omonene, bakarua ebing’wanso bie chieri isano na ibere, ne chimingichi isano na ibere.",bible_ebible,1CH_15_26
"And David was clothed with a robe of fine linen , and all the Levites that bare the ark , and the singers , and Chenaniah the master of the song with the singers : David also had upon him an ephod of linen .","Daudi akabeeka eanga engiya y’egatani, boigo n’Abalawi baria bonsi babogoretie Esanduki eria bakabeeka, na abateri boigo, na Kenania, omoteria bw’abateri. Daudi akabeeka negesibao ki’egatani.",bible_ebible,1CH_15_27
"Thus all Israel brought up the ark of the covenant of the LORD with shouting , and with sound of the cornet , and with trumpets , and with cymbals , making a noise with psalteries and harps .","Ase ayio Abaisraeli bonsi bakarenta Esanduki eria y’Okobwatana kw’Omonene. Bagaaka amariogi ’omochengo, bakabugia chingoma na eirombeta, ne chisani chigoakanigwa chikwoga, naende bakabugia mono namakano, na amakano ’ebirigisa.",bible_ebible,1CH_15_28
"And it came to pass, as the ark of the covenant of the LORD came to the city of David , that Michal the daughter of Saul looking out at a window saw king David dancing and playing : and she despised him in her heart .","Ekaba ekero Esanduki eria y’Okobwatana kw’Omonene yare korentwa ase Omochie o Daudi, Mikali, mosubati o Saulo, akarigereria korwa ase ekebao, akarora Daudi omorwoti ogocharoka‐charoka na gotenga ore nomogooko, akamochaya ase omoyo oye ime.",bible_ebible,1CH_15_29
